vendor,category,confidence
Sunrise Mega Corner Janakpur,Other,0.88
Bhaktapur Urban Bazaar Dhangadhi,Shopping,0.96
Bhaktapur Consultancy,Business,0.93
Bagmati Mega Provider,Utilities,0.83
Hetauda Mega Pharmacy Janakpur,Healthcare,0.95
Chitwan Emporium 248,Shopping,0.92
Gorkha Trans,Transportation,0.91
Seti Mega Beverages,Food & Dining,0.85
Trust Modern Fuel Station Kathmandu,Transportation,0.84
Naya Provider Pokhara,Other,0.86
Lalitpur Medical Butwal,Healthcare,0.91
Moonlight Global School,Education,0.88
Himal Classic University,Education,0.96
Sukrishna Super Travels Syangja,Travel,0.93
Biratnagar Classic Supplies Pokhara,Business,0.92
Mero Flight,Travel,0.91
Heritage Diner Pokhara,Food & Dining,0.93
Smart Theatre Dharan,Entertainment,0.9
Gorkha Fuel Station,Transportation,0.91
Bhaktapur Kirana Jumla,Other,0.84
Dharan Rides Kathmandu,Transportation,0.92
Lumbini Broadband,Utilities,0.84
Mountain Kirana,Other,0.94
Nepalgunj Classic Solutions,Business,0.95
Sajilo Collection Chitwan,Shopping,0.91
Nepalgunj Super Bus Service Biratnagar,Transportation,0.83
Sunrise Modern Bus Service 7,Transportation,0.86
Koshi Cafe 692,Food & Dining,0.82
Lumbini Bus Service,Transportation,0.97
Mero Petrol Pump Bhaktapur,Transportation,0.87
Mountain Bakery,Food & Dining,0.97
Dullu Retreat Janakpur,Travel,0.89
Janakpur Office Hetauda,Business,0.83
Good Health Center Biratnagar,Healthcare,0.9
Bagmati Service Gorkha 844,Utilities,0.93
Pokhara Super Gaming,Entertainment,0.82
Pashupati Hostel Janakpur,Business,0.89
Sundar Logistics,Business,0.87
Gorkha Internet Dhangadhi,Utilities,0.83
Lalitpur Events Butwal,Entertainment,0.85
Suryodaya Office,Business,0.83
Janakpur Super Center Dharan,Other,0.87
Dharan Beverages Kathmandu,Food & Dining,0.98
Quick Mart,Food & Dining,0.86
Sajilo Store 747,Shopping,0.92
Mountain Urban Hostel,Business,0.83
Riverside College 630,Education,0.9
Pashupati Fuel Station,Transportation,0.97
Seti Gaming,Entertainment,0.88
Pokhara Classic Rides Kathmandu,Transportation,0.89
Pashupati Taxi Syangja,Transportation,0.95
Good Service Hetauda,Utilities,0.84
Royal Kirana,Other,0.91
Mero Modern Mart Kathmandu,Food & Dining,0.9
Pashupati Global Provider,Utilities,0.97
Elite Kitchen 612,Food & Dining,0.96
Butwal Super Store,Shopping,0.98
Classic Hostel Butwal,Business,0.98
Happy Gaming Kathmandu,Entertainment,0.84
Sajilo Solutions 138,Business,0.88
Koshi Trek,Travel,0.84
Trust Modern Center,Education,0.87
Himal Cinema,Entertainment,0.99
Royal Modern Energy,Utilities,0.85
Janakpur Diagnostics,Healthcare,0.83
Nepal Beverages,Food & Dining,0.84
Lumbini Restaurant 761,Food & Dining,0.84
Heritage Super Utility Biratnagar,Utilities,0.84
Mero Medical,Healthcare,0.9
Mountain Institute,Education,0.88
Seti Fashion,Shopping,0.92
Lalitpur Clinic Hetauda,Healthcare,0.96
Bagmati Printing Chitwan,Business,0.88
Lumbini Super Travels,Travel,0.89
Golden Classic Ayurveda Dharan,Healthcare,0.9
Trust Super Diner,Food & Dining,0.86
Smart Mega Provider Dhangadhi,Utilities,0.98
Urban Mega Beverages,Food & Dining,0.99
Riverside Agency Biratnagar,Travel,0.91
Prime Rentals,Business,0.83
Koshi Mart Chitwan 878,Shopping,0.93
Sunrise Pasal Kathmandu,Other,0.98
Nepalgunj Club,Entertainment,0.84
Nepalgunj Cafe,Food & Dining,0.97
Syangja Club Syangja 657,Entertainment,0.94
Sunrise Laboratory Syangja 227,Healthcare,0.84
Heritage Restaurant Gorkha,Food & Dining,0.93
Royal Point,Other,0.92
Urban Modern Club Lalitpur 370,Entertainment,0.82
Seti Trans Butwal,Transportation,0.87
Riverside Super Pasal Kathmandu,Other,0.91
Hetauda Clinic 418,Healthcare,0.9
Lakeside Lodge,Travel,0.93
Prime Urban Shop Biratnagar,Other,0.97
First Provider Biratnagar,Utilities,0.89
Lalitpur Electronics,Shopping,0.95
Sajilo Vendor,Other,0.83
Lalitpur Mega Rides,Transportation,0.91
Royal Bazaar,Shopping,0.86
Pokhara Classic Rentals,Business,0.87
Pashupati Club,Entertainment,0.9
Ananda Classic Depo Dharan,Shopping,0.93
Sunrise Telecom,Utilities,0.88
Sundar Shop Butwal,Shopping,0.9
Mero School Nepalgunj,Education,0.9
Pokhara School 777,Education,0.87
Prime Shop Gorkha,Shopping,0.88
Suryodaya Modern Garage,Transportation,0.84
Royal Travels 207,Transportation,0.98
Trust Internet Chitwan,Utilities,0.85
Classic Global Momo,Food & Dining,0.89
Nepal Modern Solutions Dharan,Business,0.92
Elite Studio Nepalgunj,Entertainment,0.86
Riverside Center,Education,0.98
Lalitpur Global Playzone Biratnagar,Entertainment,0.97
Bagmati Medical,Healthcare,0.95
Kathmandu Institute 642,Education,0.84
Everest Energy 604,Utilities,0.91
Dharan Restaurant Dhangadhi 702,Food & Dining,0.82
Pokhara Center,Education,0.95
Mountain Center,Education,0.93
Bishal Water,Utilities,0.92
Butwal Sewa Jumla,Transportation,0.94
Himal Super Printing,Business,0.99
Trust Fuel Station Gorkha,Transportation,0.96
Pokhara Cinema Butwal 430,Entertainment,0.82
Dharan Solutions,Business,0.99
Good Lodge Lalitpur,Travel,0.87
Dharan Outlet,Shopping,0.97
Syangja Modern Guest House,Travel,0.82
Chitwan Urban Rides,Transportation,0.92
Smart Beverages Kathmandu,Food & Dining,0.88
Koshi Playzone Nepalgunj,Entertainment,0.99
Sundar Center,Education,0.99
City Water Nepalgunj,Utilities,0.98
Smart Momo,Food & Dining,0.83
Elite Gaming,Entertainment,0.98
Elite Pasal Nepalgunj,Other,0.95
Sundar Modern Store,Shopping,0.84
Nepalgunj Internet Dhangadhi,Utilities,0.91
Elite Corner,Other,0.81
Metro Theatre,Entertainment,0.9
Hetauda Utility Kathmandu,Utilities,0.84
Moonlight Clinic,Healthcare,0.97
Mero Internet,Utilities,0.93
Dullu Stationery Nepalgunj,Education,0.83
Smart Retreat,Travel,0.98
Classic Provider Bhaktapur,Utilities,0.87
Urban Urban Travels,Travel,0.85
Butwal Kitchen 712,Food & Dining,0.93
Seti Telecom,Utilities,0.96
Sundar Care,Healthcare,0.92
Seti Mega Travels Hetauda,Transportation,0.94
Himal Fashion,Shopping,0.89
Urban Super Trans Gorkha,Transportation,0.98
First Hospital Janakpur,Healthcare,0.87
Suryodaya Cinema Syangja,Entertainment,0.97
Classic School Dharan,Education,0.83
Good Urban Fuel Station,Transportation,0.88
First Shop,Other,0.83
Butwal Depo,Shopping,0.87
Koshi Rides Biratnagar,Transportation,0.85
Happy Taxi Butwal,Transportation,0.94
Urban Taxi,Transportation,0.83
Syangja Vendor Syangja,Other,0.88
Seti Energy Butwal,Utilities,0.88
Classic Flight Janakpur,Travel,0.81
Quick Lodge,Travel,0.95
Metro College,Education,0.81
Golden Trans,Transportation,0.84
Trust Utility 337,Utilities,0.89
City Modern Lounge,Entertainment,0.9
Himal Outlet Biratnagar,Shopping,0.93
Janakpur Hostel,Business,0.82
Pokhara Goods Dharan 241,Other,0.88
Bagmati Mega Agency Biratnagar,Business,0.81
First Wellness,Healthcare,0.96
Hetauda Lounge Dhangadhi,Entertainment,0.97
Bhaktapur Services 738,Business,0.93
Quick Super Health Center,Healthcare,0.8
Prime Office Hetauda,Business,0.92
Lalitpur Global Fuel Station,Transportation,0.99
Chitwan Mega Store,Shopping,0.96
Blue Telecom,Utilities,0.88
Trust Books,Education,0.94
Everest Utility,Utilities,0.95
Syangja Cable,Utilities,0.87
Good Agency,Travel,0.97
Mero Laboratory,Healthcare,0.99
Kathmandu Restaurant Kathmandu,Food & Dining,0.97
Sukrishna Garage Hetauda,Transportation,0.83
Himal Mega Taxi Janakpur,Transportation,0.98
Naya Momo,Food & Dining,0.83
Bhaktapur Momo Dhangadhi,Food & Dining,0.99
Pokhara Theatre,Entertainment,0.85
Lakeside Flight Dhangadhi,Travel,0.98
Sunrise Bazaar,Shopping,0.92
Elite Global Corner Nepalgunj,Other,0.86
Moonlight Gaming Jumla,Entertainment,0.86
Nepal Modern Resort,Travel,0.82
Urban Institute Kathmandu 47,Education,0.91
Good Cinema,Entertainment,0.98
Seti Outlet 100,Shopping,0.84
Everest Corner Chitwan,Other,0.9
Heritage Sewa Butwal,Transportation,0.93
Sajilo Guest House 164,Travel,0.96
Biratnagar Global Mart Syangja,Shopping,0.89
Naya Outlet Nepalgunj,Shopping,0.8
Syangja Sewa Chitwan,Transportation,0.98
City Classic Diagnostics Gorkha 289,Healthcare,0.94
Riverside Corner Janakpur 203,Other,0.87
Urban Trek Nepalgunj,Travel,0.94
Blue Global College,Education,0.96
Golden Kirana,Other,0.9
Naya Utility,Utilities,0.96
Urban Flight,Travel,0.88
Bhaktapur Mega Depo,Shopping,0.99
Sukrishna Lodge Biratnagar,Travel,0.81
Kathmandu Agency,Business,0.88
Koshi University Syangja,Education,0.98
Sunrise Care Gorkha,Healthcare,0.93
Royal Beverages,Food & Dining,0.86
Dharan Fashion,Shopping,0.99
Dullu Solutions Lalitpur,Business,0.98
Nepal Training Dharan,Education,0.95
Hetauda Playzone Hetauda,Entertainment,0.9
Mountain Electric Janakpur,Utilities,0.91
Koshi Center Janakpur,Education,0.81
Seti Cafe Jumla,Food & Dining,0.83
Pashupati Mart Chitwan,Food & Dining,0.94
First Telecom 999,Utilities,0.9
Prime Fashion Gorkha,Shopping,0.89
Golden Global Shop 303,Shopping,0.82
Nepal Depo 802,Shopping,0.95
Kathmandu Trek Lalitpur,Travel,0.82
Sajilo Foods,Food & Dining,0.81
Classic Super Guest House,Travel,0.96
Kathmandu Collection,Shopping,0.94
Dharan Clinic Syangja,Healthcare,0.87
Kathmandu Agency Nepalgunj,Travel,0.94
Biratnagar Mega Flight,Travel,0.85
Royal Energy Dharan,Utilities,0.88
Moonlight Club Butwal,Entertainment,0.82
Heritage Pasal Janakpur,Other,0.99
Pokhara Beverages Kathmandu,Food & Dining,0.93
Suryodaya Global Corner Dhangadhi,Other,0.88
Sajilo Theatre 158,Entertainment,0.86
Blue Travels Jumla 334,Travel,0.95
Himal Rentals 822,Business,0.96
Riverside Travels Jumla,Transportation,0.98
Everest Mega Center 144,Education,0.97
Lalitpur Flight Jumla,Travel,0.93
Sundar Urban Garage 935,Transportation,0.88
Janakpur Office Gorkha,Business,0.96
Classic Modern Kitchen Pokhara,Food & Dining,0.88
Classic Modern Lounge,Entertainment,0.87
Biratnagar Tuition Butwal,Education,0.87
Kathmandu Mega Books,Education,0.83
Koshi Outlet Lalitpur,Shopping,0.99
Hetauda Hospital Jumla,Healthcare,0.87
Smart Tuition Jumla,Education,0.84
Suryodaya Pasal Dharan,Other,0.99
Lakeside Modern Beverages Dharan,Food & Dining,0.98
Elite Urban Lounge 908,Entertainment,0.93
Prime Wellness,Healthcare,0.88
Everest Laboratory Dhangadhi,Healthcare,0.84
Butwal Utility Kathmandu 663,Utilities,0.97
Elite Office Kathmandu,Business,0.98
Sunrise Hotel,Travel,0.86
Lalitpur Point,Other,0.93
City Assortment Dharan,Other,0.89
Janakpur Office,Business,0.83
Good Travels,Transportation,0.83
Bhaktapur Wellness Jumla,Healthcare,0.82
Metro Store Gorkha,Shopping,0.99
Nepalgunj Beverages,Food & Dining,0.85
Moonlight Urban Fashion,Shopping,0.96
Himal Flight Gorkha,Travel,0.9
Quick Broadband Bhaktapur,Utilities,0.98
Sunrise Diagnostics 175,Healthcare,0.86
Lakeside Theatre,Entertainment,0.87
Sundar Theatre Syangja,Entertainment,0.87
Moonlight Lodge Biratnagar,Travel,0.81
Moonlight Retreat Syangja,Travel,0.94
Naya Office Syangja,Business,0.92
Janakpur Taxi Hetauda,Transportation,0.9
Nepalgunj Shop,Other,0.87
Suryodaya Agency Hetauda,Travel,0.87
Golden Mega Retreat,Travel,0.92
Naya Arcade Nepalgunj,Entertainment,0.9
Sajilo Goods,Other,0.97
Prime Diagnostics Syangja,Healthcare,0.98
City Classic Cafe,Food & Dining,0.82
Trust Mega Energy Butwal,Utilities,0.82
Dullu Bus Service Janakpur 668,Transportation,0.82
Butwal Travels Kathmandu,Transportation,0.85
Riverside Shop,Shopping,0.8
Seti Modern Ayurveda Jumla,Healthcare,0.83
Elite Guest House Gorkha,Travel,0.91
Good Corner Butwal 890,Other,0.82
Suryodaya Supplies Chitwan,Business,0.82
Moonlight Logistics,Business,0.85
Pokhara Diner Pokhara,Food & Dining,0.93
Sukrishna Stationery Kathmandu,Education,0.94
Dullu Telecom Lalitpur,Utilities,0.82
Suryodaya University,Education,0.8
Pokhara Momo,Food & Dining,0.96
Everest Urban Logistics Kathmandu,Business,0.91
Sajilo Water,Utilities,0.89
Sukrishna Pasal,Other,0.82
Mero Global Sewa,Transportation,0.96
Naya Depo,Shopping,0.89
Lalitpur Cinema Bhaktapur 914,Entertainment,0.92
Quick Ayurveda,Healthcare,0.85
Heritage Hostel,Business,0.88
Nepalgunj Energy,Utilities,0.85
Royal Mega Resort Lalitpur,Travel,0.82
Bhaktapur Lodge Chitwan,Travel,0.87
Classic Bakery Janakpur,Food & Dining,0.85
Chitwan Lounge,Entertainment,0.85
Bishal Center Hetauda,Education,0.93
Gorkha Petrol Pump,Transportation,0.8
Heritage Emporium,Shopping,0.88
Smart Telecom Jumla,Utilities,0.9
Sunrise Travels Pokhara,Travel,0.85
Pokhara Outlet Gorkha,Shopping,0.83
Chitwan Playzone Jumla,Entertainment,0.81
Good Kirana Chitwan,Other,0.94
Green Medical,Healthcare,0.85
Pokhara Cafe Syangja,Food & Dining,0.81
Urban Resort Syangja,Travel,0.9
Syangja Urban Printing Hetauda,Business,0.87
Nepalgunj Consultancy,Business,0.93
First Modern Hospital,Healthcare,0.82
Pashupati Global School 350,Education,0.85
Mountain Transport Chitwan,Transportation,0.91
Blue Mart Biratnagar,Shopping,0.96
First Assortment,Other,0.97
Hetauda Events Lalitpur,Entertainment,0.95
Good Ayurveda Biratnagar,Healthcare,0.91
Mountain Electronics,Shopping,0.95
Elite Emporium Chitwan,Shopping,0.92
Good Entertainment,Entertainment,0.84
Syangja Pharmacy,Healthcare,0.95
Happy Agency Hetauda,Business,0.87
Sajilo Trek Nepalgunj,Travel,0.85
Mountain Classic Taxi,Transportation,0.92
Golden Urban Gaming,Entertainment,0.98
Smart Classic Provider Lalitpur,Other,0.94
Riverside Studio,Entertainment,0.81
Royal Modern Travels,Travel,0.86
Biratnagar Mart,Food & Dining,0.87
Pashupati Momo Bhaktapur,Food & Dining,0.93
Bagmati Hospital Butwal,Healthcare,0.97
Royal Diner 512,Food & Dining,0.97
Golden Medical Nepalgunj,Healthcare,0.96
Gorkha Travels,Transportation,0.84
Lakeside Rentals,Business,0.95
Happy Corner,Other,0.85
Gorkha Cafe Janakpur 46,Food & Dining,0.83
Dharan Bus Service,Transportation,0.97
Lumbini Assortment 130,Other,0.89
Nepal Classic Emporium Kathmandu,Shopping,0.85
Moonlight Transport Bhaktapur,Transportation,0.97
First Outlet Syangja,Shopping,0.91
Butwal Center Janakpur,Other,0.88
Suryodaya Utility Syangja 663,Utilities,0.91
Trust Urban Collection Pokhara,Shopping,0.98
Koshi Entertainment Chitwan,Entertainment,0.89
Lakeside Supplies Janakpur,Business,0.98
Bagmati Stationery 688,Education,0.85
Dullu Flight,Travel,0.86
Naya Consultancy,Business,0.84
Bhaktapur Pasal,Other,0.94
Prime Momo,Food & Dining,0.98
Bishal Gaming Lalitpur,Entertainment,0.89
Janakpur Global Consultancy,Business,0.83
Everest Modern Tuition,Education,0.83
Quick Mega Entertainment,Entertainment,0.96
Mountain Bakery Biratnagar 861,Food & Dining,0.94
Trust Outlet 532,Shopping,0.96
Hetauda Telecom Nepalgunj,Utilities,0.82
Biratnagar Resort Syangja,Travel,0.98
Happy Shop Dharan,Shopping,0.96
Chitwan Mega University,Education,0.83
Syangja Bhojanalay Biratnagar,Food & Dining,0.89
Pashupati Diner Bhaktapur 822,Food & Dining,0.95
Gorkha Fashion,Shopping,0.81
Mountain Mega Foods,Food & Dining,0.81
Ananda Lodge,Travel,0.9
First Solutions,Business,0.9
Nepalgunj Theatre Dharan,Entertainment,0.81
Nepalgunj Training Hetauda,Education,0.84
Trust Mega Rentals,Business,0.82
Quick Urban Momo 622,Food & Dining,0.85
Golden Classic Lodge Hetauda,Travel,0.91
Chitwan Bus Service Kathmandu,Transportation,0.96
Green Cable Hetauda,Utilities,0.9
Suryodaya Care Butwal,Healthcare,0.95
Mountain Broadband 890,Utilities,0.89
Dharan Modern Rides Hetauda,Transportation,0.81
Ananda Classic College Kathmandu,Education,0.96
Dullu Broadband,Utilities,0.9
Sajilo Urban Agency Janakpur,Travel,0.88
Royal Urban Emporium Dharan,Shopping,0.9
Sundar Agency,Travel,0.85
Riverside Club,Entertainment,0.8
Trust Urban Foods Butwal,Food & Dining,0.86
Elite Urban Kirana,Other,0.93
Ananda Training Jumla,Education,0.85
Royal Medical,Healthcare,0.88
Kathmandu Lounge Janakpur,Entertainment,0.86
Janakpur Mart Nepalgunj,Shopping,0.93
Seti Mega Gaming,Entertainment,0.93
Sukrishna Center,Other,0.87
Classic Fashion Bhaktapur 460,Shopping,0.86
Green Clinic,Healthcare,0.93
Green Modern Trek,Travel,0.9
Sunrise Center,Education,0.82
Ananda Service Gorkha,Utilities,0.89
Dharan Broadband,Utilities,0.81
Lumbini Momo Jumla 20,Food & Dining,0.96
Chitwan Electric,Utilities,0.88
Sajilo Classic Consultancy,Business,0.89
Heritage Hotel Chitwan,Travel,0.97
Butwal School Pokhara,Education,0.88
Dharan Corner Bhaktapur 409,Other,0.9
Suryodaya Urban Corner,Other,0.95
Chitwan Events Bhaktapur 639,Entertainment,0.87
Lalitpur Urban Studio 31,Entertainment,0.9
Mero Studio 238,Entertainment,0.89
Smart Internet,Utilities,0.96
Royal Water,Utilities,0.98
Bishal Bazaar 341,Shopping,0.86
Biratnagar Shop Jumla,Other,0.86
Moonlight Fashion Kathmandu,Shopping,0.98
Nepalgunj Bus Service,Transportation,0.82
Koshi Institute,Education,0.83
Nepalgunj Electronics 884,Shopping,0.85
Prime Fuel Station Butwal 482,Transportation,0.81
Naya Classic Goods Bhaktapur,Other,0.84
Nepalgunj Diner Janakpur,Food & Dining,0.96
Sajilo Ayurveda,Healthcare,0.95
Sajilo College,Education,0.88
Hetauda Hotel Kathmandu,Travel,0.82
Himal Flight Biratnagar,Travel,0.94
Sajilo Medical Biratnagar,Healthcare,0.92
Lumbini Mega Supplies Kathmandu,Business,0.98
Himal Outlet Jumla,Shopping,0.94
Nepal Urban Medical Janakpur,Healthcare,0.86
Janakpur Resort Dhangadhi,Travel,0.81
Happy Cafe,Food & Dining,0.94
Naya Agency,Travel,0.88
Gorkha Global Agency,Travel,0.88
Sunrise Service,Utilities,0.93
Koshi Cinema Kathmandu,Entertainment,0.99
Prime Global Trek,Travel,0.89
Quick Travels 857,Transportation,0.93
Chitwan Mart,Food & Dining,0.88
Lalitpur Office,Business,0.94
Suryodaya Shop Biratnagar,Shopping,0.95
Gorkha Mart Hetauda,Shopping,0.86
Koshi Stationery,Education,0.85
Himal Transport Syangja,Transportation,0.94
Prime Arcade Dhangadhi,Entertainment,0.87
Bagmati Wellness Biratnagar,Healthcare,0.96
Suryodaya Hostel 404,Business,0.82
Sunrise Water Dhangadhi,Utilities,0.81
Blue Office Chitwan,Business,0.83
Everest Lounge,Entertainment,0.86
Urban Depo,Shopping,0.84
Nepalgunj Urban Telecom Hetauda,Utilities,0.89
Riverside Classic Diner Gorkha,Food & Dining,0.99
Bagmati Electric Janakpur,Utilities,0.87
Urban Mega Fashion,Shopping,0.98
Butwal Club Dhangadhi,Entertainment,0.84
Classic Books,Education,0.86
Heritage Health Center Jumla,Healthcare,0.94
Naya Urban Solutions Butwal,Business,0.94
Dullu Entertainment,Entertainment,0.91
Lakeside Mega Lodge,Travel,0.83
Butwal Trans Bhaktapur,Transportation,0.92
Janakpur Agency,Travel,0.86
Prime Events Bhaktapur,Entertainment,0.83
Metro Electric Dhangadhi,Utilities,0.8
Elite Diagnostics Hetauda,Healthcare,0.87
Koshi Hostel,Business,0.9
Sunrise College,Education,0.86
Bhaktapur Theatre Gorkha,Entertainment,0.91
Himal School 249,Education,0.89
Biratnagar Mega Travels Janakpur,Transportation,0.89
Biratnagar Taxi Dhangadhi,Transportation,0.84
Mountain Fashion Dhangadhi,Shopping,0.92
Bishal Ayurveda Syangja,Healthcare,0.91
Elite Sewa Hetauda,Transportation,0.96
Urban Sewa,Transportation,0.83
Nepalgunj Hospital,Healthcare,0.92
Royal Bus Service,Transportation,0.95
Urban Restaurant Nepalgunj,Food & Dining,0.89
Nepal Classic Provider,Other,0.81
Butwal Agency Lalitpur,Travel,0.98
Ananda Fashion 754,Shopping,0.94
Biratnagar Mega Lodge Dharan,Travel,0.84
Riverside Utility Kathmandu,Utilities,0.87
Lakeside Super Provider Syangja 963,Other,0.83
Urban Classic Pharmacy Bhaktapur,Healthcare,0.96
Sukrishna Diagnostics,Healthcare,0.86
Janakpur Hospital Janakpur,Healthcare,0.8
Ananda Super Books 86,Education,0.9
Sunrise Shop 877,Shopping,0.8
Butwal Urban Entertainment Butwal,Entertainment,0.95
Metro Studio Nepalgunj,Entertainment,0.94
Prime School Janakpur,Education,0.96
Sunrise Transport Hetauda,Transportation,0.97
Nepal Travels,Travel,0.91
Mountain Hospital,Healthcare,0.99
Blue Diagnostics Bhaktapur,Healthcare,0.81
Lumbini Medical Janakpur,Healthcare,0.99
Syangja Institute,Education,0.92
Kathmandu Bakery,Food & Dining,0.85
Naya Office,Business,0.9
Green Modern Foods Kathmandu,Food & Dining,0.98
Nepalgunj Mega Vendor 928,Other,0.86
Ananda Classic Bus Service 515,Transportation,0.94
Pashupati Goods Butwal,Other,0.98
Sundar Tuition,Education,0.83
Happy Taxi Chitwan 943,Transportation,0.84
Dullu Classic Printing,Business,0.86
Lakeside Telecom Gorkha,Utilities,0.93
Trust Provider,Other,0.87
Classic Provider Syangja 170,Utilities,0.89
Chitwan Trans Dhangadhi,Transportation,0.83
Sajilo Corner,Other,0.88
Nepalgunj Super University,Education,0.95
Mero Modern Resort Bhaktapur,Travel,0.86
City Momo Bhaktapur,Food & Dining,0.81
